Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
21/07/2020,Arunachal Pradesh,,,,41772,Samples Collected,858,39116,1494,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1285633382542647296?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.05%,27.77,27774,49,1504000,
22/07/2020,Arunachal Pradesh,,,,44986,Samples Collected,949,42369,1362,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1286009587305340928?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.11%,29.91,29911,47,1504000,
23/07/2020,Arunachal Pradesh,,,,48880,Samples Collected,991,46332,1250,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1286350838408122370?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.03%,32.50,32500,49,1504000,
24/07/2020,Arunachal Pradesh,,,,53335,Samples Collected,1056,51033,935,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1286707445721477125?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.98%,35.46,35462,51,1504000,
25/07/2020,Arunachal Pradesh,,,,57861,Samples Collected,1126,55574,847,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1287087060302442496?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.95%,38.47,38471,51,1504000,
26/07/2020,Arunachal Pradesh,,,,59558,Samples Collected,1158,57541,540,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1287431868774674432?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.94%,39.60,39600,51,1504000,
27/07/2020,Arunachal Pradesh,,,,63784,Samples Collected,1239,61629,593,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1287801040071356416?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.94%,42.41,42410,51,1504000,
28/07/2020,Arunachal Pradesh,,,,68034,Samples Collected,1330,65962,414,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1288168252456046595?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.95%,45.24,45235,51,1504000,
29/07/2020,Arunachal Pradesh,,,,72739,Samples Collected,1410,70551,449,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1288525061440200709?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.94%,48.36,48364,52,1504000,
30/07/2020,Arunachal Pradesh,,,,77630,Samples Collected,1484,75572,237,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1288891601368973313?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.91%,51.62,51616,52,1504000,
31/07/2020,Arunachal Pradesh,,,,81865,Samples Collected,1591,77637,214,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1289263092807823361?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.94%,54.43,54432,51,1504000,
01/08/2020,Arunachal Pradesh,,,,86288,Samples Collected,1673,81988,155,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1289616034748497920?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.94%,57.37,57372,52,1504000,
02/08/2020,Arunachal Pradesh,,,,89031,Samples Collected,1698,84700,136,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1289976415371145218?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.91%,59.20,59196,52,1504000,
03/08/2020,Arunachal Pradesh,,,,91227,Samples Collected,1758,86828,91,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1290334097718435841?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.93%,60.66,60656,52,1504000,
04/08/2020,Arunachal Pradesh,,,,93365,Samples Collected,1790,91127,77,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1290690522554568704?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.92%,62.08,62078,52,1504000,
05/08/2020,Arunachal Pradesh,,,,95983,Samples Collected,1855,91164,86,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1291059498291871744?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.93%,63.82,63818,52,1504000,
06/08/2020,Arunachal Pradesh,,,,98733,Samples Collected,1948,93684,115,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1291421839214776320?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,1.97%,65.65,65647,51,1504000,
07/08/2020,Arunachal Pradesh,,,,101947,Samples Collected,2049,96758,73,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1291774003741257734?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.01%,67.78,67784,50,1504000,
08/08/2020,Arunachal Pradesh,,,,104833,Samples Collected,2117,99460,73,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1292151237878542336?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.02%,69.70,69703,50,1504000,
09/08/2020,Arunachal Pradesh,,,,106792,Samples Collected,2155,101265,54,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1292488638303834113?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.02%,71.01,71005,50,1504000,
10/08/2020,Arunachal Pradesh,,,,109863,Samples Collected,2231,104171,61,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1292866253388881921?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.03%,73.05,73047,49,1504000,
11/08/2020,Arunachal Pradesh,,,,112689,Samples Collected,2327,106807,55,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1293203438717681664?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.06%,74.93,74926,48,1504000,
12/08/2020,Arunachal Pradesh,,,,115758,Samples Collected,,109794,1,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1293570954468052994?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,76.97,76967,,1504000,
13/08/2020,Arunachal Pradesh,,,,118882,Samples Collected,,112767,,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1293952734404595712?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,79.04,79044,,1504000,
14/08/2020,Arunachal Pradesh,,,,121371,Samples Collected,2607,115112,21,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1294308512177086464?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.15%,80.70,80699,47,1504000,
15/08/2020,Arunachal Pradesh,,,,122854,Samples Collected,2658,116538,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1294668702785212416?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,2.16%,81.68,81685,46,1504000,
16/08/2020,Arunachal Pradesh,,,,124786,Samples Collected,,118381,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1295041710041440256?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,82.97,82969,,1504000,
17/08/2020,Arunachal Pradesh,,,,127286,Samples Collected,,120729,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1295388879470510081?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,84.63,84632,,1504000,
18/08/2020,Arunachal Pradesh,,,,130246,Samples Collected,,123408,74,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1295758840672092161?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,86.60,86600,,1504000,
19/08/2020,Arunachal Pradesh,,,,133048,Samples Collected,,126085,33,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1296113664164892672?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,88.46,88463,,1504000,
20/08/2020,Arunachal Pradesh,,,,136092,Samples Collected,,128762,202,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1296477954864709632?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,90.49,90487,,1504000,
21/08/2020,Arunachal Pradesh,,,,138913,Samples Collected,,131556,116,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1296862255951175680?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,92.36,92362,,1504000,
22/08/2020,Arunachal Pradesh,,,,141655,Samples Collected,,134121,82,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1297223319859544067/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,94.19,94186,,1504000,
23/08/2020,Arunachal Pradesh,,,,143626,Samples Collected,,135812,232,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1297569113447886850/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,95.50,95496,,1504000,
24/08/2020,Arunachal Pradesh,,,,146012,Samples Collected,,138059,180,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1297926088346046465/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,97.08,97082,,1504000,
25/08/2020,Arunachal Pradesh,,,,149273,Samples Collected,,141127,122,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1298285531327946752?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,99.25,99251,,1504000,
26/08/2020,Arunachal Pradesh,,,,152852,Samples Collected,,144556,60,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/1940,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,101.63,101630,,1504000,
27/08/2020,Arunachal Pradesh,,,,155750,Samples Collected,,147281,81,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1299016159417663491?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,103.56,103557,,1504000,
28/08/2020,Arunachal Pradesh,,,,158993,Samples Collected,,150209,168,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1299382032007442434?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,105.71,105713,,1504000,
29/08/2020,Arunachal Pradesh,,,,161525,Samples Collected,,152666,26,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1299754407920152576/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,107.40,107397,,1504000,
30/08/2020,Arunachal Pradesh,,,,164524,Samples Collected,,155425,18,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1300112542606401536?s=20,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,109.39,109391,,1504000,
31/08/2020,Arunachal Pradesh,,,,167615,Samples Collected,,158324,18,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1300472917440884736/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,111.45,111446,,1504000,
01/09/2020,Arunachal Pradesh,,,,170445,Samples Collected,,160911,27,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1300840269277835274/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,113.33,113328,,1504000,
02/09/2020,Arunachal Pradesh,,,,173469,Samples Collected,,163658,31,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1301189052083789824/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,115.34,115338,,1504000,
03/09/2020,Arunachal Pradesh,,,,177259,Samples Collected,,167280,19,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1301565903281164288/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,117.86,117858,,1504000,
04/09/2020,Arunachal Pradesh,,,,180372,Samples Collected,,170070,14,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1301920679651024898/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,119.93,119928,,1504000,
05/09/2020,Arunachal Pradesh,,,,183390,Samples Collected,,172829,17,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1302289303406407680/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,121.93,121935,,1504000,
06/09/2020,Arunachal Pradesh,,,,185322,Samples Collected,,174589,17,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1302656618903998465/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,123.22,123219,,1504000,
07/09/2020,Arunachal Pradesh,,,,188435,Samples Collected,,177394,51,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1303012900764659717/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,125.29,125289,,1504000,
08/09/2020,Arunachal Pradesh,,,,191632,Samples Collected,,180193,51,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1303381244470652930/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,0.00%,127.41,127415,,1504000,
09/09/2020,Arunachal Pradesh,,,,194647,Samples Collected,,182937,47,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1303744563010400258/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
10/09/2020,Arunachal Pradesh,,,,197711,Samples Collected,,185795,2,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1304092997580062721/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
11/09/2020,Arunachal Pradesh,,,,201010,Samples Collected,,188857,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1304464136051408897/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
12/09/2020,Arunachal Pradesh,,,,203356,Samples Collected,,191018,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1304828799427641345/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
13/09/2020,Arunachal Pradesh,,,,205519,Samples Collected,,192960,0,,,,,,,,,,,,,,https://twitter.com/DirectorateofHS/status/1305190072979845120/photo/1,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
14/09/2020,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,http://covid19.itanagarsmartcity.in/covidstatus.php,,,,,,,
02/04/2020,Assam,,,,962,Tested,16,819,,,,,,,,,,,,,,,https://twitter.com/nhm_assam/status/1245742375319691264/photo/1,,,1.66%,0.03,28,60,34293000,
10/04/2020,Assam,,,,2863,Tested,29,2685,,,,,,,,3212,440,240,,,,9245,https://t.me/indiacovid/2003?single,,,1.01%,0.08,83,99,34293000,
11/04/2020,Assam,,,,3011,Tested,29,2842,,,,,,,,3212,440,240,,,,9514,https://t.me/indiacovid/2075?single,,,0.96%,0.09,88,104,34293000,
12/04/2020,Assam,,,,3138,Tested,29,2973,194,,,,,,,3212,440,240,,,,9845,https://t.me/indiacovid/2146?single,,,0.92%,0.09,92,108,34293000,
14/04/2020,Assam,,,,3491,Tested,31,3267,193,,,,,,,3212,440,240,,,,10615,https://twitter.com/nhm_assam/status/1250104916535726081/photo/1,,,0.89%,0.10,102,113,34293000,
15/04/2020,Assam,,,,3613,Tested,32,3492,89,,,,,,,3212,440,240,,,,10915,https://twitter.com/nhm_assam/status/1250441490418950148/photo/1,https://twitter.com/nhm_assam/status/1250441490418950148/photo/2,,0.89%,0.11,105,113,34293000,
16/04/2020,Assam,,,,4108,Tested,34,3803,,,,,,,,3338,440,303,,,,11248,https://twitter.com/nhm_assam/status/1250836057853067264?s=20,,,0.83%,0.12,120,121,34293000,
17/04/2020,Assam,,,,4236,Tested,34,4024,,,,,,,,3338,440,303,,,,11561,https://twitter.com/nhm_assam/status/1251154796444184578,,,0.80%,0.12,124,125,34293000,
18/04/2020,Assam,,,,4400,Tested,34,4199,,,,,,,,3338,440,303,,,,11847,https://twitter.com/nhm_assam,,,0.77%,0.13,128,129,34293000,
19/04/2020,Assam,,,,4865,Tested,34,4584,,,,,,,,3338,440,303,,,,12148,https://twitter.com/nhm_assam/status/1251891980939825153/photo/1,,,0.70%,0.14,142,143,34293000,
20/04/2020,Assam,,,,5112,Tested,34,4937,,,,,,,,3338,440,303,,,,12478,https://twitter.com/nhm_assam/status/1252256054907461632,,,0.67%,0.15,149,150,34293000,
21/04/2020,Assam,,,,5514,Tested,34,5245,,,,,,,,3338,440,303,,,,12853,https://twitter.com/nhm_assam/status/1252591349670576128,,,0.62%,0.16,161,162,34293000,
24/04/2020,Assam,,,,6680,Tested,35,6391,,,,,,,,3338,440,303,,,,14478,https://twitter.com/nhm_assam/status/1253714714485538817,,,0.52%,0.19,195,191,34293000,
25/04/2020,Assam,,,,7159,Tested,35,6781,,,,,,,,3338,440,303,,,,14812,https://twitter.com/nhm_assam/status/1254067546023694337?s=19,,,0.49%,0.21,209,205,34293000,
26/04/2020,Assam,,,,7823,Tested,35,7474,,,,,,,,3338,440,303,,,,15418,https://twitter.com/nhm_assam/status/1254433067911036936/photo/1,,,0.45%,0.23,228,224,34293000,
27/04/2020,Assam,,,,8117,Tested,35,7985,,,,,,,,3338,440,303,,,,15809,https://twitter.com/nhm_assam/status/1254813929898835979,,,0.43%,0.24,237,232,34293000,
28/04/2020,Assam,,,,,Tested,,,,,,,,,,,,,,,,,,,,,0.00,0,,34293000,
29/04/2020,Assam,,,,9520,Tested,37,8771,,,,,,,,3338,440,303,,,,16815,https://twitter.com/nhm_assam/status/1255530189448241159,,,0.39%,0.28,278,257,34293000,
30/04/2020,Assam,,,,,Tested,,,,,,,,,,,,,,,,,,,,,0.00,0,,34293000,
01/05/2020,Assam,,,,,Tested,,,,,,,,,,,,,,,,,,,,,0.00,0,,34293000,
02/05/2020,Assam,,,,11623,Tested,42,10499,,,,,,,,3338,440,303,,,,18549,https://twitter.com/nhm_assam/status/1256617639985549313?s=19,,,0.36%,0.34,339,277,34293000,
03/05/2020,Assam,,,,,Tested,,,,,,,,,,,,,,,,,,,,,0.00,0,,34293000,
04/05/2020,Assam,,,,12775,Tested,42,11764,,,,,,,,3338,440,303,,,,19808,https://twitter.com/nhm_assam/status/1257309042742972421?s=19,,,0.33%,0.37,373,304,34293000,
05/05/2020,Assam,,,,13442,Tested,43,12533,,,,,,,,3338,440,303,,,,20548,https://twitter.com/nhm_assam/status/1257686398108344321,,,0.32%,0.39,392,313,34293000,
09/05/2020,Assam,,,,16167,Tested,59,15076,,,,,,,,3338,595,332,,,,22689,https://twitter.com/nhm_assam/status/1259143253225549824?s=19,,,0.36%,0.47,471,274,34293000,
10/05/2020,Assam,,,,18002,Tested,62,16236,,,,,,,,3338,595,332,,,,23315,https://twitter.com/nhm_assam/status/1259509134476656643?s=19,,,0.34%,0.52,525,290,34293000,
11/05/2020,Assam,,,,19589,Tested,64,17813,,,,,,,,3338,595,332,,,,23849,https://twitter.com/nhm_assam/status/1259873813346619393,,,0.33%,0.57,571,306,34293000,
12/05/2020,Assam,,,,21791,Tested,64,19211,,,,,,,,3338,595,332,,,,24759,https://twitter.com/nhm_assam/status/1260233750119514112,,,0.29%,0.64,635,340,34293000,
13/05/2020,Assam,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,34293000,
14/05/2020,Assam,,,,25824,Tested,86,23178,,,,,,,,3338,595,332,,,,25677,https://twitter.com/nhm_assam/status/1260970754763640833,,,0.33%,0.75,753,300,34293000,
15/05/2020,Assam,,,,28178,Tested,86,25431,,,,,,,,3338,595,332,,,,26326,https://twitter.com/nhm_assam/status/1261333665562398722?s=19,,,0.31%,0.82,822,328,34293000,
16/05/2020,Assam,,,,31276,Tested,91,28332,,,,,,,,3338,595,332,,,,26998,https://twitter.com/nhm_assam/status/1261711015596756992?s=19,https://t.me/indiacovid/4901?single,,0.29%,0.91,912,344,34293000,
17/05/2020,Assam,,,,34376,Tested,97,32035,,,,,,,,3338,595,332,,,,26998,https://twitter.com/nhm_assam/status/1262045284873338887?s=19,,,0.28%,1.00,1002,354,34293000,
18/05/2020,Assam,,,,37898,Tested,106,35159,,,,,,,,3338,595,332,,,,27849,https://t.me/indiacovid/5078?single,,,0.28%,1.11,1105,358,34293000,
19/05/2020,Assam,,,,41116,Tested,141,38138,,,,,,,,3338,595,332,,,,28728,https://twitter.com/nhm_assam/status/1262787100228886530,,,0.34%,1.20,1199,292,34293000,
20/05/2020,Assam,,,,47084,Tested,170,42729,,,,,,,,3338,595,332,,,,29947,https://twitter.com/nhm_assam/status/1263137328869998592,,,0.36%,1.37,1373,277,34293000,
21/05/2020,Assam,,,,51730,Tested,203,46442,,,,,,,,3338,595,332,,,,30549,https://twitter.com/nhm_assam/status/1263506782728515586,,,0.39%,1.51,1508,255,34293000,
22/05/2020,Assam,,,,55791,Tested,259,50450,,,,,,,,3338,595,332,,,,31245,https://twitter.com/nhm_assam/status/1263867748083314688?s=19,,,0.46%,1.63,1627,215,34293000,
23/05/2020,Assam,,,,60405,Tested,329,54185,,,,,,,,3338,595,332,,,,32102,https://twitter.com/nhm_assam/status/1264220889811476481?s=19,,,0.54%,1.76,1761,184,34293000,
24/05/2020,Assam,,,,66444,Tested,378,58972,,,,,,,,3338,595,332,,,,32942,https://twitter.com/nhm_assam/status/1264598647439863808?s=19,,,0.57%,1.94,1938,176,34293000,
25/05/2020,Assam,,,,70029,Tested,526,62244,,,,,,,,3338,595,332,,,,33849,https://twitter.com/nhm_assam/status/1264971711889453064?s=19,,,0.75%,2.04,2042,133,34293000,
26/05/2020,Assam,,,,72654,Tested,616,66562,,,,,,,,3338,595,332,,,,42489,https://twitter.com/nhm_assam/status/1265318571728666626?s=19,,,0.85%,2.12,2119,118,34293000,
29/05/2020,Assam,,,,92390,Tested,1024,84933,,,,,,,,3338,595,332,,,,45845,https://twitter.com/nhm_assam/status/1266414513097707534?s=19,,,1.11%,2.69,2694,90,34293000,
30/05/2020,Assam,,,,101257,Tested,1185,91248,,,,,,,,3338,595,332,,,,46915,https://twitter.com/nhm_assam/status/1266773074822782979?s=09,,,1.17%,2.95,2953,85,34293000,
31/05/2020,Assam,,,,109097,Tested,1272,101006,,,,,,,,3338,595,332,,,,47845,https://twitter.com/nhm_assam/status/1267131741149564928,,,1.17%,3.18,3181,86,34293000,
02/06/2020,Assam,,,,120375,Tested,1513,111229,,,,,,,,3338,595,332,,,,49659,https://twitter.com/nhm_assam/status/1267850997898137603,,,1.26%,3.51,3510,80,34293000,
03/06/2020,Assam,,,,126726,Tested,1672,117650,,,,,,,,3338,595,332,,,,,https://twitter.com/nhm_assam/status/1268230494988230656?s=19,,,1.32%,3.70,3695,76,34293000,
04/06/2020,Assam,,,,133029,Tested,1988,122618,,,,,,,,3338,595,332,,,,51823,https://twitter.com/nhm_assam/status/1268576420630073347?s=09,,,1.49%,3.88,3879,67,34293000,
06/06/2020,Assam,,,,146605,Tested,2397,136154,8054,,,,,,,3338,595,332,,,,,https://twitter.com/nhm_assam/status/1269318718305206272/photo/1,,,1.64%,4.28,4275,61,34293000,
07/06/2020,Assam,,,,153326,Tested,2565,142192,,,,,,,,3338,595,332,,,,54548,https://twitter.com/nhm_assam/status/1269669639807741953?s=19,,,1.67%,4.47,4471,60,34293000,
09/06/2020,Assam,,,,169842,Tested,2937,159760,,,,,,,,3338,595,332,,,,56346,https://twitter.com/nhm_assam/status/1270384053586259968?s=19,,,1.73%,4.95,4953,58,34293000,
11/06/2020,Assam,,,,181108,Tested,3319,171070,,,,,,,,3338,595,332,,,,57856,https://twitter.com/nhm_assam/status/1271119946899025921,,,1.83%,5.28,5281,55,34293000,
12/06/2020,Assam,,,,188090,Tested,3498,177989,,,27197,Facility,,,,,595,398,,,,58912,https://twitter.com/nhm_assam/status/1271484628436766722/photo/1,,,1.86%,5.48,5485,54,34293000,
15/06/2020,Assam,,,,217088,Tested,4158,,,,29549,Facility,,,,4232,424,265,,,321933,990075,https://twitter.com/nhm_assam/status/1272596007499427841/photo/1,,,1.92%,6.33,6330,52,34293000,
16/06/2020,Assam,,,,227109,Tested,4319,,,,30874,Facility,,,,4232,424,265,,,323927,995866,https://twitter.com/nhm_assam/status/1272930668113100800?s=19,,,1.90%,6.62,6623,53,34293000,
17/06/2020,Assam,,,,235214,Tested,4605,,,,31899,Institutional,,,,,,,,,326092,1002005,https://twitter.com/nhm_assam/status/1273299053288120320?s=19,,,1.96%,6.86,6859,51,34293000,
